locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJOOCDGH_03358	CDS	636	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
NJOOCDGH_03359	CDS	1290	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
NJOOCDGH_03360	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
NJOOCDGH_03361	CDS	717	phnR_3		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
NJOOCDGH_03362	CDS	1059				hypothetical protein
NJOOCDGH_03363	CDS	810				hypothetical protein
NJOOCDGH_03364	CDS	840				hypothetical protein
NJOOCDGH_03365	CDS	798				hypothetical protein
NJOOCDGH_03366	CDS	996	potA_5	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NJOOCDGH_03367	CDS	651		3.1.3.-	COG0560	putative phosphatase
NJOOCDGH_03368	CDS	963	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
NJOOCDGH_03369	CDS	2130	prc	3.4.21.102	COG0793	Tail-specific protease
NJOOCDGH_03370	CDS	1749				hypothetical protein
NJOOCDGH_03371	CDS	480				hypothetical protein
NJOOCDGH_03372	CDS	360				hypothetical protein
NJOOCDGH_03373	CDS	312				hypothetical protein
NJOOCDGH_03374	CDS	747				hypothetical protein
NJOOCDGH_03375	CDS	432				hypothetical protein
NJOOCDGH_03376	CDS	762	fklB_1	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
NJOOCDGH_03377	tRNA	77				tRNA-Asp(gtc)
NJOOCDGH_03378	tRNA	76				tRNA-Val(tac)
NJOOCDGH_03379	CDS	921	rdgC		COG2974	Recombination-associated protein RdgC
NJOOCDGH_03380	CDS	936	panS_2		COG0385	Pantothenate precursors transporter PanS
NJOOCDGH_03381	CDS	315	gdx_3		COG2076	Guanidinium exporter
NJOOCDGH_03382	CDS	210	cspA_3		COG1278	Major cold shock protein CspA
NJOOCDGH_03383	CDS	1875	lplT			Lysophospholipid transporter LplT
NJOOCDGH_03384	CDS	2166	fecA_1		COG4772	Fe(3+) dicitrate transport protein FecA
NJOOCDGH_03385	CDS	855	rhaR_4			HTH-type transcriptional activator RhaR
NJOOCDGH_03386	CDS	570				hypothetical protein
NJOOCDGH_03387	CDS	3480	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
NJOOCDGH_03388	CDS	4350	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
NJOOCDGH_03389	CDS	384				hypothetical protein
NJOOCDGH_03390	CDS	288				hypothetical protein
NJOOCDGH_03391	CDS	330				hypothetical protein
NJOOCDGH_03392	CDS	423				hypothetical protein
NJOOCDGH_03393	CDS	813	actIII_2	1.3.1.-		Putative ketoacyl reductase
NJOOCDGH_03394	CDS	300				hypothetical protein
NJOOCDGH_03395	CDS	1323	oprP		COG3746	Porin P
NJOOCDGH_03396	CDS	1317	oprO		COG3746	Porin O
NJOOCDGH_03397	CDS	591				hypothetical protein
NJOOCDGH_03398	CDS	735				hypothetical protein
NJOOCDGH_03399	CDS	855				hypothetical protein
NJOOCDGH_03400	CDS	315				hypothetical protein
NJOOCDGH_03401	CDS	240				hypothetical protein
NJOOCDGH_03402	CDS	612	rpoE		COG1595	ECF RNA polymerase sigma-E factor
NJOOCDGH_03403	CDS	1122		2.3.1.207	COG0332	Beta-ketodecanoyl-[acyl-carrier-protein] synthase
NJOOCDGH_03404	CDS	516				hypothetical protein
NJOOCDGH_03405	CDS	471				IS66 family transposase ISPpu30
NJOOCDGH_03406	CDS	414				hypothetical protein
NJOOCDGH_03407	CDS	1341				hypothetical protein
NJOOCDGH_03408	CDS	243				hypothetical protein
NJOOCDGH_03409	CDS	816				hypothetical protein
NJOOCDGH_03410	CDS	2067	vgrG1_3	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
NJOOCDGH_03411	CDS	438	hit		COG0537	Protein hit
NJOOCDGH_03412	CDS	1431	phoA	3.1.3.1	COG1785	Alkaline phosphatase H
NJOOCDGH_03413	CDS	3981				hypothetical protein
NJOOCDGH_03414	CDS	210				hypothetical protein
NJOOCDGH_03415	CDS	1689	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NJOOCDGH_03416	CDS	1689	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NJOOCDGH_03417	CDS	951		3.1.1.23	COG2267	Monoacylglycerol lipase
NJOOCDGH_03418	CDS	471	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
NJOOCDGH_03419	CDS	1176	pbuE_3		COG2814	Purine efflux pump PbuE
NJOOCDGH_03420	CDS	858	aaeA_3		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NJOOCDGH_03421	CDS	204				hypothetical protein
NJOOCDGH_03422	CDS	1995	aaeB_5			p-hydroxybenzoic acid efflux pump subunit AaeB
NJOOCDGH_03423	CDS	114				hypothetical protein
NJOOCDGH_03424	CDS	162				hypothetical protein
NJOOCDGH_03425	CDS	603				hypothetical protein
NJOOCDGH_03426	CDS	309				hypothetical protein
NJOOCDGH_03427	CDS	2847	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
NJOOCDGH_03428	CDS	456				Putative universal stress protein
NJOOCDGH_03429	CDS	1656	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
NJOOCDGH_03430	CDS	2181			COG2200	putative signaling protein
NJOOCDGH_03431	CDS	891	garR_3	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
NJOOCDGH_03432	CDS	858	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
NJOOCDGH_03433	CDS	804	phnC_1	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
NJOOCDGH_03434	CDS	834	phnE_1		COG3639	Phosphate-import permease protein PhnE
NJOOCDGH_03435	CDS	771	phnE_2		COG3639	Phosphate-import permease protein PhnE
NJOOCDGH_03436	CDS	729				hypothetical protein
NJOOCDGH_03437	CDS	501				hypothetical protein
NJOOCDGH_03438	CDS	2079	plcN_2	3.1.4.3	COG3511	Non-hemolytic phospholipase C
NJOOCDGH_03439	CDS	456				hypothetical protein
NJOOCDGH_03440	CDS	915	pcpR_6			PCP degradation transcriptional activation protein
NJOOCDGH_03441	CDS	813				hypothetical protein
NJOOCDGH_03442	CDS	876				hypothetical protein
NJOOCDGH_03443	CDS	1779	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
NJOOCDGH_03444	CDS	888				hypothetical protein
NJOOCDGH_03445	CDS	606	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
NJOOCDGH_03446	CDS	7059	dhbF		COG1020	Dimodular nonribosomal peptide synthase
NJOOCDGH_03447	CDS	1167	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
NJOOCDGH_03448	CDS	1326				hypothetical protein
NJOOCDGH_03449	CDS	915				hypothetical protein
NJOOCDGH_03450	CDS	1257		1.14.-.-	COG2124	Cytochrome P450 107B1
NJOOCDGH_03451	CDS	426			COG3631	putative PhzA/B-like protein
NJOOCDGH_03452	CDS	993	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
NJOOCDGH_03453	CDS	240	acpP_3			Acyl carrier protein
NJOOCDGH_03454	CDS	753				hypothetical protein
NJOOCDGH_03455	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
NJOOCDGH_03456	CDS	993	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
NJOOCDGH_03457	CDS	291				hypothetical protein
NJOOCDGH_03458	CDS	2187	bamA_1			Outer membrane protein assembly factor BamA
NJOOCDGH_03459	CDS	2049	cpoB_2			Cell division coordinator CpoB
NJOOCDGH_03460	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
NJOOCDGH_03461	CDS	1017				hypothetical protein
NJOOCDGH_03462	CDS	1164				hypothetical protein
NJOOCDGH_03463	CDS	2139	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
NJOOCDGH_03464	CDS	351				hypothetical protein
NJOOCDGH_03465	CDS	1716	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
NJOOCDGH_03466	CDS	306				STAS-domain containing protein
NJOOCDGH_03467	CDS	825	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
NJOOCDGH_03468	CDS	933	cheV		COG0784	Chemotaxis protein CheV
NJOOCDGH_03469	CDS	738				hypothetical protein
NJOOCDGH_03470	CDS	324				hypothetical protein
NJOOCDGH_03471	CDS	471				hypothetical protein
NJOOCDGH_03472	CDS	750	ycgR		COG5581	Flagellar brake protein YcgR
NJOOCDGH_03473	tRNA	94				tRNA-Arg(acg)
NJOOCDGH_03474	CDS	1305	ycaD_1			putative MFS-type transporter YcaD
NJOOCDGH_03475	CDS	1344	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
NJOOCDGH_03476	CDS	1347	dsdA	4.3.1.18	COG3048	D-serine dehydratase
NJOOCDGH_03477	CDS	879				hypothetical protein
NJOOCDGH_03478	CDS	1029				hypothetical protein
NJOOCDGH_03479	CDS	1059	yiaV		COG1566	Inner membrane protein YiaV
NJOOCDGH_03480	CDS	348				hypothetical protein
NJOOCDGH_03481	CDS	519	ureI			Acid-activated urea channel
NJOOCDGH_03482	CDS	591	amiR		COG3707	Aliphatic amidase regulator
NJOOCDGH_03483	CDS	1158	amiC_1			Aliphatic amidase expression-regulating protein
NJOOCDGH_03484	CDS	1116	clpX_2			ATP-dependent Clp protease ATP-binding subunit ClpX
NJOOCDGH_03485	CDS	1041	amiE	3.5.1.4	COG0388	Aliphatic amidase
NJOOCDGH_03486	CDS	339				hypothetical protein
NJOOCDGH_03487	tRNA	77				tRNA-Arg(cct)
NJOOCDGH_03488	CDS	519				hypothetical protein
NJOOCDGH_03489	CDS	279				hypothetical protein
NJOOCDGH_03490	CDS	147				hypothetical protein
NJOOCDGH_03491	CDS	186				hypothetical protein
NJOOCDGH_03492	CDS	771	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
NJOOCDGH_03493	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
NJOOCDGH_03494	CDS	1164	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
NJOOCDGH_03495	CDS	717	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
NJOOCDGH_03496	CDS	816	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
NJOOCDGH_03497	CDS	885	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
NJOOCDGH_03498	CDS	1101	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
NJOOCDGH_03499	CDS	630	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
NJOOCDGH_03500	CDS	459	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
NJOOCDGH_03501	CDS	723	phnF		COG2188	putative transcriptional regulator PhnF
NJOOCDGH_03502	CDS	795	phnE_3		COG3639	Phosphate-import permease protein PhnE
NJOOCDGH_03503	CDS	1005				hypothetical protein
NJOOCDGH_03504	CDS	837	phnC_2	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
NJOOCDGH_03505	CDS	327				hypothetical protein
NJOOCDGH_03506	CDS	366				hypothetical protein
NJOOCDGH_03507	CDS	771	rhlG	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
NJOOCDGH_03508	CDS	696	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
NJOOCDGH_03509	CDS	303	lsrG_2	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
NJOOCDGH_03510	CDS	414				hypothetical protein
NJOOCDGH_03511	CDS	2148				hypothetical protein
NJOOCDGH_03512	CDS	1911	nosZ	1.7.2.4		Nitrous-oxide reductase
NJOOCDGH_03513	CDS	1287	nosD			putative ABC transporter binding protein NosD
NJOOCDGH_03514	CDS	915	nosF		COG1131	putative ABC transporter ATP-binding protein NosF
NJOOCDGH_03515	CDS	828	nosY		COG1277	putative ABC transporter permease protein NosY
NJOOCDGH_03516	CDS	537	nosL			Copper-binding lipoprotein NosL
NJOOCDGH_03517	CDS	777	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
NJOOCDGH_03518	CDS	927	cmpR_3			HTH-type transcriptional activator CmpR
NJOOCDGH_03519	CDS	342				hypothetical protein
NJOOCDGH_03520	CDS	1134				hypothetical protein
NJOOCDGH_03521	CDS	1173				hypothetical protein
NJOOCDGH_03522	CDS	972	mdtA_4			Multidrug resistance protein MdtA
NJOOCDGH_03523	CDS	486	psiE			Protein PsiE
NJOOCDGH_03524	CDS	288				hypothetical protein
NJOOCDGH_03525	CDS	1356	tolC_2		COG1538	Outer membrane protein TolC
NJOOCDGH_03526	CDS	1332	prsE_3			Type I secretion system membrane fusion protein PrsE
NJOOCDGH_03527	CDS	1803	prsD_2			Type I secretion system ATP-binding protein PrsD
NJOOCDGH_03528	CDS	618	hasA			Hemophore HasA
NJOOCDGH_03529	CDS	2676	btuB_8			Vitamin B12 transporter BtuB
NJOOCDGH_03530	CDS	987				hypothetical protein
NJOOCDGH_03531	CDS	516	fecI_8		COG1595	putative RNA polymerase sigma factor FecI
NJOOCDGH_03532	CDS	219				hypothetical protein
NJOOCDGH_03533	CDS	270				hypothetical protein
NJOOCDGH_03534	CDS	267				hypothetical protein
NJOOCDGH_03535	CDS	585				hypothetical protein
NJOOCDGH_03536	CDS	399				hypothetical protein
NJOOCDGH_03537	CDS	1113	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NJOOCDGH_03538	CDS	1002	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
NJOOCDGH_03539	CDS	1098	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
NJOOCDGH_03540	CDS	1026	ldh	1.4.1.9		Leucine dehydrogenase
NJOOCDGH_03541	CDS	813				hypothetical protein
NJOOCDGH_03542	CDS	2484	malT_5			HTH-type transcriptional regulator MalT
NJOOCDGH_03543	CDS	1371				putative protein
NJOOCDGH_03544	CDS	1758				hypothetical protein
NJOOCDGH_03545	CDS	807				hypothetical protein
NJOOCDGH_03546	CDS	1407	puuB_8	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
NJOOCDGH_03547	CDS	345				hypothetical protein
NJOOCDGH_03548	CDS	771	crt_4	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
NJOOCDGH_03549	CDS	912		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
NJOOCDGH_03550	CDS	294				hypothetical protein
NJOOCDGH_03551	CDS	897	lip1	3.1.1.3		Lipase 1
NJOOCDGH_03552	CDS	780	fucA_2	4.1.2.17		L-fuculose phosphate aldolase
NJOOCDGH_03553	CDS	687	yohK_1		COG1346	Inner membrane protein YohK
NJOOCDGH_03554	CDS	390	cidA_1			Holin-like protein CidA
NJOOCDGH_03555	CDS	894	gltC_5			HTH-type transcriptional regulator GltC
NJOOCDGH_03556	CDS	1017				IS110 family transposase ISPa11
NJOOCDGH_03557	CDS	453			COG0716	putative protein
NJOOCDGH_03558	CDS	558				hypothetical protein
NJOOCDGH_03559	CDS	705	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
NJOOCDGH_03560	CDS	561	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
NJOOCDGH_03561	CDS	372	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
NJOOCDGH_03562	CDS	312				hypothetical protein
NJOOCDGH_03563	CDS	339				hypothetical protein
NJOOCDGH_03564	CDS	216				hypothetical protein
NJOOCDGH_03565	CDS	825	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
NJOOCDGH_03566	CDS	789	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
NJOOCDGH_03567	CDS	1149	ssuD_3	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
NJOOCDGH_03568	CDS	972	ssuA_5			Putative aliphatic sulfonates-binding protein
NJOOCDGH_03569	CDS	594	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
NJOOCDGH_03570	CDS	750	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
NJOOCDGH_03571	CDS	825	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
NJOOCDGH_03572	CDS	1002	ssuA_6			Putative aliphatic sulfonates-binding protein
NJOOCDGH_03573	CDS	639		1.11.1.15	COG0450	Peroxiredoxin
NJOOCDGH_03574	CDS	210				hypothetical protein
NJOOCDGH_03575	CDS	1572	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
NJOOCDGH_03576	CDS	666				hypothetical protein
NJOOCDGH_03577	CDS	1185	fadA_5	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
NJOOCDGH_03578	CDS	1491		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
NJOOCDGH_03579	CDS	1965	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
NJOOCDGH_03580	CDS	753				hypothetical protein
NJOOCDGH_03581	CDS	474				hypothetical protein
NJOOCDGH_03582	CDS	1770	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
NJOOCDGH_03583	CDS	1758	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
NJOOCDGH_03584	CDS	1197				hypothetical protein
NJOOCDGH_03585	CDS	2760	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
NJOOCDGH_03586	CDS	231				hypothetical protein
NJOOCDGH_03587	CDS	1326				hypothetical protein
NJOOCDGH_03588	CDS	1716	entS_2			Enterobactin exporter EntS
NJOOCDGH_03589	CDS	1341	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
NJOOCDGH_03590	CDS	1368	naiP			Putative niacin/nicotinamide transporter NaiP
NJOOCDGH_03591	CDS	1329	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
NJOOCDGH_03592	CDS	543	yyaP		COG0262	putative protein YyaP
NJOOCDGH_03593	CDS	459				hypothetical protein
NJOOCDGH_03594	CDS	1695	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
NJOOCDGH_03595	CDS	597				hypothetical protein
NJOOCDGH_03596	CDS	900	rarD_2		COG2962	Protein RarD
NJOOCDGH_03597	CDS	861	bioP		COG0697	Biotin transporter
NJOOCDGH_03598	CDS	807	pheC			Cyclohexadienyl dehydratase
NJOOCDGH_03599	CDS	606	anoI	2.3.1.184		Acyl-homoserine-lactone synthase
NJOOCDGH_03600	CDS	726	sdiA		COG2771	Regulatory protein SdiA
NJOOCDGH_03601	CDS	1281	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
NJOOCDGH_03602	CDS	888	rhlA_2	2.3.1.-		3-(3-hydroxydecanoyloxy)decanoate synthase
NJOOCDGH_03603	CDS	567	dcd	3.5.4.13		dCTP deaminase
NJOOCDGH_03604	CDS	1095	apbC		COG0489	Iron-sulfur cluster carrier protein
NJOOCDGH_03605	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
NJOOCDGH_03606	CDS	801				hypothetical protein
NJOOCDGH_03607	CDS	1227				hypothetical protein
NJOOCDGH_03608	CDS	438				hypothetical protein
NJOOCDGH_03609	CDS	2427	vgrG1_4	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
NJOOCDGH_03610	CDS	3300		2.7.8.-		Cardiolipin synthase
NJOOCDGH_03611	CDS	1035				hypothetical protein
NJOOCDGH_03612	CDS	585	rnfA	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
NJOOCDGH_03613	CDS	567	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
NJOOCDGH_03614	CDS	2325	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
NJOOCDGH_03615	CDS	1035	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
NJOOCDGH_03616	CDS	645	rnfG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
NJOOCDGH_03617	CDS	723	rnfE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
NJOOCDGH_03618	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
NJOOCDGH_03619	CDS	180				hypothetical protein
NJOOCDGH_03620	CDS	1218				hypothetical protein
NJOOCDGH_03621	CDS	957	pobB	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
NJOOCDGH_03622	CDS	435	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
NJOOCDGH_03623	CDS	1020				hypothetical protein
NJOOCDGH_03624	CDS	219				hypothetical protein
NJOOCDGH_03625	CDS	318				hypothetical protein
NJOOCDGH_03626	CDS	636				hypothetical protein
NJOOCDGH_03627	CDS	1485	gbsA_2	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
NJOOCDGH_03628	CDS	804	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
NJOOCDGH_03629	CDS	1683	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
NJOOCDGH_03630	CDS	798	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NJOOCDGH_03631	CDS	834	pcaR_2		COG1414	Pca regulon regulatory protein
NJOOCDGH_03632	CDS	870	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NJOOCDGH_03633	CDS	531				hypothetical protein
NJOOCDGH_03634	CDS	762	fabG2	1.-.-.-		putative oxidoreductase
NJOOCDGH_03635	CDS	777	ribX			Riboflavin transport system permease protein RibX
NJOOCDGH_03636	CDS	1008	ribY		COG0715	Riboflavin-binding protein RibY
NJOOCDGH_03637	CDS	852	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
NJOOCDGH_03638	CDS	1074	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
NJOOCDGH_03639	CDS	1452	purB_2	4.3.2.2		Adenylosuccinate lyase
NJOOCDGH_03640	CDS	1434	pcaB_2	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
NJOOCDGH_03641	CDS	987				hypothetical protein
NJOOCDGH_03642	CDS	969				hypothetical protein
NJOOCDGH_03643	CDS	195				hypothetical protein
NJOOCDGH_03644	CDS	1476	oprM_4		COG1538	Outer membrane protein OprM
NJOOCDGH_03645	CDS	3162	oqxB10			multidrug efflux RND transporter permease subunit OqxB10
NJOOCDGH_03646	CDS	1158	bepF_2			Efflux pump periplasmic linker BepF
NJOOCDGH_03647	CDS	387	gloA_2	4.4.1.5	COG0346	Lactoylglutathione lyase
NJOOCDGH_03648	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NJOOCDGH_03649	CDS	966	pal_7			Peptidoglycan-associated lipoprotein
NJOOCDGH_03650	CDS	1047	pyrC_1	3.5.2.3	COG0418	Dihydroorotase
NJOOCDGH_03651	CDS	675	rnt	3.1.13.-	COG0847	Ribonuclease T
NJOOCDGH_03652	CDS	603	ahpC_3	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
NJOOCDGH_03653	CDS	222				hypothetical protein
NJOOCDGH_03654	CDS	477	bfr_1	1.16.3.1	COG2193	Bacterioferritin
NJOOCDGH_03655	CDS	1152	ybjJ			Inner membrane protein YbjJ
NJOOCDGH_03656	CDS	327	grxD		COG0278	Glutaredoxin 4
NJOOCDGH_03657	CDS	2109	napA_3	1.9.6.1		Periplasmic nitrate reductase
NJOOCDGH_03658	CDS	2988		3.4.21.-		Extracellular serine protease
NJOOCDGH_03659	CDS	432				hypothetical protein
NJOOCDGH_03660	CDS	918	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
NJOOCDGH_03661	CDS	1083	potA_6	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
NJOOCDGH_03662	CDS	780	yaaA		COG3022	Peroxide stress resistance protein YaaA
NJOOCDGH_03663	CDS	1311	algD	1.1.1.132	COG1004	GDP-mannose 6-dehydrogenase
NJOOCDGH_03664	CDS	1482	alg8	2.4.1.33	COG1215	Mannuronan synthase
NJOOCDGH_03665	CDS	1170		2.4.1.33		Mannuronan synthase
NJOOCDGH_03666	CDS	1428	algK		COG0790	Alginate biosynthesis protein AlgK
NJOOCDGH_03667	CDS	1473	algE			Alginate production protein AlgE
NJOOCDGH_03668	CDS	1632	algG	5.1.3.37		Mannuronan C5-epimerase
NJOOCDGH_03669	CDS	1425	algX	2.3.1.-		Alginate biosynthesis protein AlgX
NJOOCDGH_03670	CDS	1104	algL	4.2.2.3		Alginate lyase
NJOOCDGH_03671	CDS	1563				hypothetical protein
NJOOCDGH_03672	CDS	1176	algJ	2.3.1.-		putative alginate O-acetylase AlgJ
NJOOCDGH_03673	CDS	651	algF			Alginate biosynthesis protein AlgF
NJOOCDGH_03674	CDS	1446	algA_2		COG0662	Alginate biosynthesis protein AlgA
NJOOCDGH_03675	CDS	1149	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
NJOOCDGH_03676	CDS	1020	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NJOOCDGH_03677	CDS	1989	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
NJOOCDGH_03678	CDS	888	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
NJOOCDGH_03679	CDS	1650	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
NJOOCDGH_03680	CDS	348	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
NJOOCDGH_03681	CDS	414	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
NJOOCDGH_03682	CDS	1395	rkpK_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
NJOOCDGH_03683	CDS	1758	fruA		COG1299	PTS system fructose-specific EIIB'BC component
NJOOCDGH_03684	CDS	945	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
NJOOCDGH_03685	CDS	2871				hypothetical protein
NJOOCDGH_03686	CDS	990	cra		COG1609	Catabolite repressor/activator
NJOOCDGH_03687	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
NJOOCDGH_03688	CDS	303				hypothetical protein
NJOOCDGH_03689	CDS	921	dmlR_22			HTH-type transcriptional regulator DmlR
NJOOCDGH_03690	CDS	294	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
NJOOCDGH_03691	CDS	1014				Zinc-type alcohol dehydrogenase-like protein
NJOOCDGH_03692	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
